,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
0,0050,元大台灣50,"32,475,644","53,966","4,649,317,826",143.90,143.95,142.30,142.65,X,0.0,142.65,22,142.70,45,0.00
1,0051,元大中型100,"118,216",231,"7,039,300",60.05,60.05,59.30,59.35,-,0.9,59.30,18,59.35,2,0.00
2,0052,富邦科技,"435,789",545,"58,499,374",134.95,135.15,133.65,133.90,-,3.1,133.90,2,134.15,27,0.00
3,0053,元大電子,"9,113",14,"631,887",69.60,69.60,69.25,69.35,-,1.15,68.95,1,69.15,1,0.00
4,0054,元大台商50,"6,000",2,"185,750",31.00,31.00,30.75,30.75,-,0.25,30.49,22,30.71,8,0.00
5,0055,元大MSCI金融,"2,547,398","2,379","64,684,323",25.65,25.65,25.30,25.32,-,0.5,25.32,25,25.33,49,0.00
6,0056,元大高股息,"45,772,132","32,338","1,506,178,052",33.14,33.14,32.80,32.84,-,0.52,32.84,268,32.85,91,0.00
7,0057,富邦摩台,"33,000",9,"3,293,900",100.30,100.30,99.35,99.50,-,2.25,99.50,9,99.80,25,0.00
8,0061,元大寶滬深,"230,233",94,"5,159,385",22.52,22.52,22.30,22.30,-,0.21,22.26,6,22.30,4,0.00
9,006203,元大MSCI台灣,"14,430",20,"982,705",68.20,68.50,67.90,68.05,X,0.0,67.95,1,68.05,34,0.00
10,006204,永豐臺灣加權,"20,504",30,"1,835,082",90.00,90.00,89.30,89.30,-,2.1,89.30,50,89.55,25,0.00
11,006205,富邦上証,"1,317,222",189,"48,327,510",36.84,36.84,36.56,36.57,-,0.27,36.60,25,36.62,117,0.00
12,006206,元大上證50,"133,808",55,"4,750,551",35.60,35.70,35.39,35.44,-,0.24,35.38,1,35.52,36,0.00
13,006207,FH滬深,"383,000",53,"11,277,690",29.43,29.61,29.30,29.30,-,0.43,29.30,3,29.32,20,0.00
14,006208,富邦台50,"5,489,673","11,470","451,232,992",82.60,82.65,81.85,82.00,-,1.75,81.95,207,82.00,4,0.00
15,00625K,富邦上証+R,0,0,0,--,--,--,--, ,0.0,8.33,5,8.55,2,0.00
16,00631L,元大台灣50正2,"3,504,831","2,094","499,371,171",143.85,144.15,141.00,141.45,-,6.05,141.45,79,141.50,15,0.00
17,00632R,元大台灣50反1,"241,335,355","12,571","1,250,175,170",5.16,5.21,5.15,5.19,+,0.1,5.19,"14,473",5.20,"15,002",0.00
18,00633L,富邦上証正2,"6,538,773","1,027","348,321,560",53.70,53.90,52.80,52.95,-,0.6,52.90,14,52.95,54,0.00
19,00634R,富邦上証反1,"462,000",55,"1,839,080",4.05,4.05,3.95,3.98,+,0.02,3.98,459,4.00,521,0.00
20,00635U,期元大S&P黃金,"558,163",186,"13,598,428",24.35,24.42,24.32,24.40,+,0.05,24.40,16,24.41,114,0.00
21,00636,國泰中國A50,"671,802",225,"16,648,771",24.74,24.89,24.65,24.67,-,0.14,24.65,130,24.68,3,0.00
22,00636K,國泰中國A50+U,200,2,"1,790",8.95,8.95,8.95,8.95,-,0.05,8.86,10,8.94,10,0.00
23,00637L,元大滬深300正2,"46,219,015","6,095","978,066,819",21.33,21.39,20.95,21.00,-,0.29,21.00,95,21.01,12,0.00
24,00638R,元大滬深300反1,"1,391,000",69,"11,392,520",8.15,8.22,8.14,8.21,+,0.06,8.21,340,8.23,463,0.00
25,00639,富邦深100,"478,679",134,"7,608,760",16.04,16.04,15.83,15.85,-,0.19,15.84,4,15.85,126,0.00
26,00640L,富邦日本正2,"675,938",303,"18,564,274",27.40,27.71,27.25,27.68,-,0.61,27.66,124,27.68,5,0.00
27,00641R,富邦日本反1,"883,285",104,"9,244,537",10.46,10.52,10.42,10.42,+,0.12,10.42,19,10.44,153,0.00
28,00642U,期元大S&P石油,"7,964,827","1,736","118,151,135",14.90,14.92,14.70,14.86,-,0.36,14.86,"2,911",14.87,64,0.00
29,00643,群益深証中小,"132,750",62,"2,459,815",18.57,18.66,18.44,18.44,-,0.27,18.43,1,18.44,1,0.00
30,00643K,群益深証中小+R,0,0,0,--,--,--,--, ,0.0,4.26,1,4.33,1,0.00
31,00645,富邦日本,"258,439",95,"6,569,695",25.38,25.53,25.28,25.53,-,0.25,25.52,20,25.53,28,0.00
32,00646,元大S&P500,"1,816,697","1,644","69,050,231",38.31,38.39,37.90,38.05,-,0.7,38.04,5,38.05,3,0.00
33,00647L,元大S&P500正2,"313,128",164,"21,684,712",69.65,69.80,68.90,69.30,-,3.1,69.20,2,69.30,45,0.00
34,00648R,元大S&P500反1,"3,562,397",388,"24,107,429",6.75,6.79,6.74,6.77,+,0.14,6.77,"1,284",6.78,425,0.00
35,00650L,FH香港正2,"4,078,925",741,"92,399,699",22.80,22.90,22.49,22.53,+,0.03,22.52,43,22.53,40,0.00
36,00651R,FH香港反1,"380,550",63,"2,853,593",7.50,7.54,7.48,7.53,+,0.01,7.53,34,7.55,236,0.00
37,00652,富邦印度,"328,926",116,"9,491,709",29.20,29.20,28.76,28.76,-,0.44,28.75,6,28.78,20,0.00
38,00653L,富邦印度正2,"542,899",186,"24,642,629",45.47,45.59,44.92,45.18,-,1.36,45.14,1,45.20,55,0.00
39,00654R,富邦印度反1,"962,000",160,"7,878,990",8.09,8.22,8.09,8.21,+,0.15,8.19,107,8.21,361,0.00
40,00655L,國泰中國A50正2,"3,489,934",511,"139,939,488",40.45,40.67,39.81,39.86,-,0.59,39.86,96,39.90,10,0.00
41,00656R,國泰中國A50反1,"245,000",20,"1,838,690",7.50,7.52,7.47,7.51,+,0.08,7.51,249,7.52,51,0.00
42,00657,國泰日經225,"64,210",14,"2,099,560",32.71,32.82,32.63,32.82,-,0.42,32.82,41,32.91,30,0.00
43,00657K,國泰日經225+U,200,2,"2,372",11.86,11.86,11.86,11.86,-,0.19,11.84,10,11.92,10,0.00
44,00660,元大歐洲50,"17,000",4,"512,310",30.23,30.23,30.00,30.00,-,0.4,30.03,20,30.14,20,0.00
45,00661,元大日經225,"11,386",10,"393,485",34.59,34.67,34.21,34.67,-,0.07,34.29,10,34.75,15,0.00
46,00662,富邦NASDAQ,"1,977,640","1,542","103,618,855",52.60,52.75,52.25,52.30,-,1.6,52.30,25,52.40,96,0.00
47,00663L,國泰臺灣加權正2,"76,056",26,"9,788,575",130.10,130.35,127.60,128.15,-,5.35,127.95,60,128.15,49,0.00
48,00664R,國泰臺灣加權反1,"8,641,523",925,"50,813,468",5.85,5.91,5.85,5.90,+,0.12,5.90,110,5.91,"4,821",0.00
49,00665L,富邦恒生國企正2,"2,422,435",399,"38,301,505",15.74,16.03,15.67,15.71,-,0.03,15.71,48,15.75,207,0.00
50,00666R,富邦恒生國企反1,"75,000",5,"950,720",12.61,12.68,12.61,12.68,-,0.01,12.68,1,12.74,4,0.00
51,00668,國泰美國道瓊,"113,258",85,"3,934,750",34.92,34.92,34.60,34.83,-,0.45,34.82,5,34.83,40,0.00
52,00668K,國泰美國道瓊+U,200,2,"2,510",12.55,12.55,12.55,12.55,-,0.19,12.51,10,12.61,10,0.00
53,00669R,國泰美國道瓊反1,"7,886,300",946,"61,859,721",7.83,7.88,7.82,7.84,+,0.12,7.83,"1,400",7.84,174,0.00
54,00670L,富邦NASDAQ正2,"2,244,759","1,338","228,137,383",102.10,102.65,100.60,101.40,-,6.15,101.35,14,101.40,19,0.00
55,00671R,富邦NASDAQ反1,"19,303,242","1,165","104,376,731",5.38,5.43,5.37,5.41,+,0.16,5.41,"2,095",5.42,77,0.00
56,00673R,期元大S&P原油反1,"8,402,000","1,345","99,760,220",11.82,11.97,11.80,11.83,+,0.25,11.83,380,11.84,36,0.00
57,00674R,期元大S&P黃金反1,"83,000",19,"1,058,630",12.76,12.78,12.74,12.75,-,0.01,12.74,7,12.75,224,0.00
58,00675L,富邦臺灣加權正2,"642,396",517,"35,673,869",55.95,56.10,54.90,55.15,-,2.3,55.10,2,55.15,204,0.00
59,00676R,富邦臺灣加權反1,"10,809,468",672,"34,757,894",3.20,3.23,3.19,3.22,+,0.06,3.22,"2,865",3.23,"4,445",0.00
60,00678,群益NBI生技,"402,672",151,"9,382,891",23.65,23.65,23.26,23.28,-,0.45,23.26,7,23.28,5,0.00
61,00680L,元大美債20正2,"113,020",64,"2,635,777",23.28,23.43,23.25,23.33,+,0.65,23.33,50,23.35,3,0.00
62,00681R,元大美債20反1,"369,000",41,"4,971,440",13.52,13.52,13.45,13.48,-,0.19,13.48,6,13.49,15,0.00
63,00682U,期元大美元指數,"210,000",45,"3,954,050",18.88,18.88,18.80,18.83, ,0.0,18.81,21,18.83,1,0.00
64,00683L,期元大美元指正2,"516,000",114,"9,494,300",18.35,18.44,18.34,18.40,+,0.05,18.39,20,18.40,24,0.00
65,00684R,期元大美元指反1,0,0,0,--,--,--,--, ,0.0,17.85,20,17.90,30,0.00
66,00685L,群益臺灣加權正2,"3,000",3,"145,230",48.54,48.54,48.24,48.24,-,1.56,48.12,10,48.37,5,0.00
67,00686R,群益臺灣加權反1,"549,000",64,"1,919,460",3.48,3.51,3.48,3.51,+,0.08,3.50,12,3.51,224,0.00
68,00688L,國泰20年美債正2,"61,000",31,"1,421,960",23.23,23.39,23.22,23.32,+,0.64,23.30,1,23.34,78,0.00
69,00689R,國泰20年美債反1,"36,000",11,"510,400",14.18,14.18,14.16,14.18,-,0.16,14.18,84,14.19,1,0.00
70,00690,兆豐藍籌30,"126,539",29,"4,310,091",34.15,34.17,34.01,34.08,-,0.6,34.08,19,34.15,20,0.00
71,00692,富邦公司治理,"5,484,524","4,167","196,842,109",36.07,36.07,35.71,35.81,-,0.69,35.81,3,35.82,169,0.00
72,00693U,期街口S&P黃豆,"790,593",243,"17,568,223",22.33,22.35,22.17,22.22,+,0.26,22.20,1,22.22,19,0.00
73,00700,富邦恒生國企,"583,109",100,"9,041,363",15.40,15.61,15.40,15.47,+,0.02,15.47,15,15.51,2,0.00
74,00701,國泰股利精選30,"10,537,844","6,883","275,330,275",26.30,26.30,26.06,26.08,-,0.37,26.08,102,26.09,258,0.00
75,00702,國泰標普低波高息,"104,480",23,"2,107,817",20.19,20.21,20.16,20.16,-,0.28,20.15,20,20.17,4,0.00
76,00703,台新MSCI中國,"167,120",50,"3,207,056",19.15,19.31,19.10,19.15,+,0.03,19.15,1,19.19,20,0.00
77,00706L,期元大S&P日圓正2,"198,000",37,"2,898,870",14.63,14.66,14.61,14.62,+,0.13,14.62,24,14.63,28,0.00
78,00707R,期元大S&P日圓反1,0,0,0,--,--,--,--, ,0.0,20.27,34,20.32,30,0.00
79,00708L,期元大S&P黃金正2,"1,120,000",267,"30,148,140",26.88,26.99,26.82,26.94,+,0.06,26.94,154,26.95,1,0.00
80,00709,富邦歐洲,"114,105",9,"2,671,602",23.45,23.45,23.35,23.35,-,0.34,23.34,15,23.41,20,0.00
81,00710B,FH彭博高收益債,"518,537",202,"9,173,293",17.70,17.70,17.68,17.69,-,0.01,17.69,7,17.70,256,0.00
82,00711B,FH彭博新興債,"107,151",12,"2,054,925",19.13,19.18,19.13,19.17,+,0.17,19.16,1,19.17,1,0.00
83,00712,FH富時不動產,"15,761,182","9,049","203,866,956",13.01,13.07,12.89,12.91,-,0.26,12.90,250,12.91,3,0.00
84,00713,元大台灣高息低波,"1,875,541","1,222","80,739,113",43.31,43.31,42.95,43.08,-,0.43,43.08,80,43.09,6,0.00
85,00714,群益道瓊美國地產,"1,374,110",951,"29,324,610",21.60,21.60,21.26,21.31,-,0.38,21.31,1,21.32,4,0.00
86,00715L,期街口布蘭特正2,"42,953,033","5,199","532,417,632",12.40,12.57,12.19,12.49,-,0.44,12.49,"4,355",12.50,301,0.00
87,00717,富邦美國特別股,"1,041,855",398,"16,911,960",16.29,16.29,16.20,16.23,-,0.08,16.22,4,16.23,32,0.00
88,00728,第一金工業30,"9,972,312","6,607","281,855,709",28.43,28.43,28.16,28.17,-,2.58,28.17,13,28.18,28,0.00
89,00730,富邦臺灣優質高息,"238,169",212,"4,679,864",19.75,19.75,19.62,19.64,-,0.11,19.63,1,19.64,1,0.00
90,00731,FH富時高息低波,"1,563,338",458,"93,656,347",60.60,60.60,59.70,60.10,-,0.8,60.00,5,60.10,2,0.00
91,00732,國泰RMB短期報酬,"100,000",2,"4,036,000",40.36,40.36,40.36,40.36,+,0.15,40.23,22,40.36,3,0.00
92,00733,富邦臺灣中小,"638,349",678,"25,549,216",40.42,40.50,39.84,39.85,-,0.91,39.84,4,39.85,5,0.00
93,00735,國泰臺韓科技,"185,007",25,"5,783,510",31.36,31.37,31.14,31.14,-,0.74,31.16,20,31.22,1,0.00
94,00736,國泰新興市場,"102,327",9,"2,244,919",21.94,21.94,21.84,21.84,-,0.2,21.84,20,21.93,25,0.00
95,00737,國泰AI+Robo,"441,666",146,"13,437,015",30.72,30.75,30.25,30.31,-,0.66,30.30,2,30.31,15,0.00
96,00738U,期元大道瓊白銀,"1,275,264",385,"31,588,219",24.79,24.86,24.64,24.83,+,0.29,24.81,70,24.83,23,0.00
97,00739,元大MSCI A股,"41,907",37,"1,145,361",27.43,27.53,27.20,27.20,-,0.34,27.18,1,27.20,87,0.00
98,00742,新光內需收益,"71,254",18,"1,590,213",22.40,22.40,22.30,22.31,-,0.15,22.31,2,22.33,4,0.00
99,00743,國泰中國A150,"1,000",1,"29,200",29.20,29.20,29.20,29.20,-,0.17,28.87,1,29.06,1,0.00
100,00752,中信中國50,"3,857,458","1,488","85,628,837",22.21,22.34,22.08,22.11,+,0.06,22.11,36,22.12,37,0.00
101,00753L,中信中國50正2,"1,498,730",529,"33,306,683",22.57,22.57,21.95,22.01,-,0.1,22.01,9,22.02,26,0.00
102,00757,統一FANG+,"6,546,172","6,206","306,811,061",47.50,47.50,46.61,46.83,-,1.4,46.83,41,46.84,62,0.00
103,00762,元大全球AI,"738,307",626,"29,383,120",40.06,40.10,39.64,39.83,-,1.18,39.80,8,39.83,7,0.00
104,00763U,期街口道瓊銅,"438,272",112,"12,717,707",29.66,29.66,28.87,29.02,+,0.15,29.00,10,29.01,3,0.00
105,00770,國泰北美科技,"145,148",133,"4,950,028",34.17,34.18,33.99,34.13,-,1.0,34.09,2,34.13,3,0.00
106,00771,元大US高息特別股,"37,526",55,"696,021",18.54,18.57,18.53,18.56,-,0.03,18.55,6,18.60,18,0.00
107,00774B,新光中國政金綠債,"12,000",4,"488,000",40.64,40.80,40.64,40.80, ,0.0,40.61,10,40.85,1,0.00
108,00774C,新光中政金綠債+R,0,0,0,--,--,--,--, ,0.0,9.39,5,9.50,2,0.00
109,00775B,新光投等債15+,"1,000",1,"40,260",40.26,40.26,40.26,40.26,+,0.38,40.21,5,40.45,1,0.00
110,00783,富邦中証500,"335,000",24,"7,906,840",23.80,23.80,23.50,23.57,-,0.31,23.49,5,23.57,2,0.00
111,008201,BP上證50,100,1,"11,855",118.55,118.55,118.55,118.55,+,1.8,116.65,1,117.85,1,0.00
112,00830,國泰費城半導體,"23,866,523","15,253","669,275,979",28.19,28.19,27.97,28.03,-,1.15,28.02,82,28.03,58,0.00
113,00850,元大臺灣ESG永續,"1,800,105","1,833","64,353,055",35.91,35.92,35.61,35.68,-,0.72,35.68,16,35.69,20,0.00
114,00851,台新全球AI,"52,000",31,"1,672,910",32.79,32.79,32.08,32.12,-,0.73,32.12,2,32.18,21,0.00
115,00852L,國泰美國道瓊正2,"2,001,000",456,"41,325,290",20.75,20.81,20.51,20.75,-,0.61,20.74,2,20.75,62,0.00
116,00861,元大全球未來通訊,"1,708,653",807,"51,760,611",30.49,30.49,30.18,30.30,-,0.61,30.25,9,30.30,15,0.00
117,00865B,國泰US短期公債,"112,000",6,"4,068,980",36.24,36.34,36.24,36.34,+,0.1,36.18,9,36.49,8,0.00
118,00875,國泰網路資安,"545,495",338,"15,464,963",28.50,28.50,28.30,28.38,-,0.33,28.36,13,28.38,8,0.00
119,00876,元大未來關鍵科技,"2,829,493","1,179","87,472,228",31.13,31.13,30.78,30.90,-,0.59,30.90,91,30.91,42,0.00
120,00878,國泰永續高股息,"36,100,478","19,082","693,057,454",19.36,19.36,19.14,19.17,-,0.24,19.16,179,19.17,22,0.00
121,00881,國泰台灣5G+,"46,071,356","26,563","824,525,720",18.05,18.05,17.84,17.84,-,0.33,17.84,313,17.85,25,0.00
122,00882,中信中國高股息,"11,260,074","2,853","161,124,022",14.25,14.37,14.21,14.29,-,0.02,14.28,185,14.29,455,0.00
123,00885,富邦越南,"8,321,055","3,091","141,951,033",17.07,17.13,17.03,17.04,-,0.01,17.04,132,17.05,81,0.00
124,00891,中信關鍵半導體,"19,661,717","9,870","325,598,127",16.65,16.67,16.50,16.53,-,0.3,16.52,193,16.53,8,0.00
125,00892,富邦台灣半導體,"10,731,895","4,068","175,317,439",16.40,16.42,16.25,16.30,-,0.28,16.30,33,16.31,83,0.00
126,00893,國泰智能電動車,"47,875,629","19,891","735,352,147",15.43,15.43,15.33,15.34,-,0.45,15.34,365,15.35,430,0.00
127,00894,中信小資高價30,"2,429,278","1,165","37,986,476",15.70,15.73,15.54,15.56,-,0.34,15.56,50,15.57,3,0.00
128,00895,富邦未來車,"17,825,104","9,309","303,625,601",17.08,17.10,17.00,17.01,-,0.54,17.01,25,17.02,262,0.00
129,00896,中信綠能及電動車,"7,673,837","3,972","116,090,522",15.22,15.22,15.06,15.07,-,0.29,15.07,309,15.08,1,0.00
130,00897,富邦基因免疫生技,"3,894,835","1,186","40,616,515",10.50,10.50,10.40,10.41,-,0.16,10.40,467,10.41,52,0.00
131,00898,國泰基因免疫革命,"5,931,911","1,769","45,893,871",7.79,7.79,7.71,7.72,-,0.16,7.72,29,7.73,7,0.00
132,00899,富蘭克林潔淨能源,"12,849,042","1,859","249,206,816",19.30,19.55,19.28,19.49,-,0.16,19.49,159,19.50,9,0.00
133,00900,富邦特選高股息30,"88,587,013","36,987","1,314,607,405",14.94,14.95,14.80,14.81,-,0.16,14.81,28,14.82,240,0.00
134,00901,永豐智能車供應鏈,"6,482,085","2,971","98,101,151",15.19,15.24,15.08,15.10,-,0.31,15.09,115,15.10,9,0.00
135,01001T,土銀富邦R1,"218,000",48,"3,906,540",17.92,17.92,17.91,17.92, ,0.0,17.91,48,17.93,52,0.00
136,01002T,土銀國泰R1,"452,000",135,"8,201,230",18.13,18.15,18.12,18.13, ,0.0,18.13,12,18.14,5,0.00
137,01003T,兆豐新光R1,"23,000",11,"457,940",19.90,19.94,19.90,19.94,+,0.04,19.90,4,19.94,7,0.00
138,01004T,土銀富邦R2,"463,000",11,"7,356,430",15.85,15.90,15.85,15.90,+,0.05,15.90,50,16.00,6,0.00
139,01007T,兆豐國泰R2,"234,000",14,"4,606,960",19.70,19.70,19.67,19.67,-,0.03,19.67,23,19.69,1,0.00
140,01009T,王道圓滿R1,"16,000",7,"144,560",9.06,9.06,9.03,9.03,-,0.03,9.03,23,9.06,10,0.00
141,01010T,京城樂富R1,"133,000",41,"1,359,250",10.26,10.29,10.19,10.29, ,0.0,10.20,2,10.28,5,0.00
142,020000,富邦特選蘋果N,"10,000",5,"71,930",7.22,7.22,7.18,7.18,-,0.12,7.20,10,7.21,10,0.00
143,020002,元富新中國N,"4,000",2,"61,730",15.47,15.47,15.42,15.42, ,0.0,15.36,499,15.38,355,0.00
144,020004,兆豐電菁英30N,0,0,0,--,--,--,--, ,0.0,33.08,499,33.09,499,0.00
145,020006,永昌中小300N,0,0,0,--,--,--,--, ,0.0,34.76,100,34.77,100,0.00
146,020007,凱基臺灣500N,"1,000",1,"35,580",35.58,35.58,35.58,35.58,X,0.0,35.30,211,35.36,202,0.00
147,020008,元大特股高息N,"63,000",12,"827,600",13.14,13.16,13.12,13.14,-,0.09,13.13,100,13.14,98,0.00
148,020011,統一微波高息20N,"38,000",6,"271,100",7.17,7.17,7.13,7.13,-,0.09,7.12,489,7.13,259,0.00
149,020012,富邦行動通訊N,0,0,0,--,--,--,--, ,0.0,6.49,100,6.50,100,0.00
150,020015,統一MSCI美低波N,0,0,0,--,--,--,--, ,0.0,15.03,499,15.05,258,0.00
151,020016,統一MSCI美科技N,"8,000",5,"157,600",19.76,19.76,19.68,19.68,-,0.63,19.66,493,19.68,257,0.00
152,020018,統一價值成長30N,"61,000",14,"1,094,620",18.00,18.00,17.91,17.91,-,0.51,17.88,493,17.90,289,0.00
153,020019,統一特選台灣5GN,"10,000",3,"150,500",15.05,15.05,15.05,15.05,-,0.3,14.99,493,15.01,259,0.00
154,02001L,富邦蘋果正二N,"4,000",3,"43,870",11.05,11.05,10.88,10.88,-,0.39,10.96,10,10.97,10,0.00
155,02001R,富邦蘋果反一N,"26,000",11,"76,810",2.94,2.97,2.94,2.96,+,0.04,2.95,10,2.96,9,0.00
156,020020,元大台股領航N,"397,000",147,"3,025,400",7.73,7.73,7.59,7.60,-,0.16,7.59,101,7.60,138,0.00
157,020022,元大電動車N,"1,578,000",233,"8,783,210",5.62,5.62,5.54,5.55,-,0.13,5.54,106,5.55,108,0.00
158,020028,元大特選電動車N,"1,122,000",327,"6,023,950",5.46,5.46,5.34,5.35,-,0.14,5.35,505,5.36,501,0.00
159,020029,元大ESG高股息N,"1,052,000",235,"5,775,770",5.55,5.55,5.47,5.48,-,0.11,5.47,646,5.48,498,0.00
160,020030,統一智慧電動車N,"3,595,000",627,"17,853,170",5.05,5.05,4.94,4.95,-,0.1,4.94,565,4.95,192,0.00
161,1101,台泥,"9,546,706","4,779","451,696,046",47.50,47.65,47.15,47.40,-,0.1,47.35,1,47.40,10,13.90
162,1101B,台泥乙特,"3,000",3,"156,100",52.00,52.10,52.00,52.10,+,0.1,51.70,1,52.00,10,0.00
163,1102,亞泥,"4,371,418","2,255","193,901,540",44.35,44.60,44.20,44.50,+,0.15,44.45,4,44.50,81,10.21
164,1103,嘉泥,"544,279",378,"10,960,038",20.10,20.30,20.05,20.10,-,0.1,20.05,69,20.10,39,7.08
165,1104,環泥,"365,600",209,"7,927,863",21.85,21.85,21.60,21.65,-,0.2,21.60,11,21.65,19,12.81
166,1108,幸福,"298,990",172,"3,393,122",11.40,11.45,11.30,11.30,-,0.15,11.30,15,11.35,3,19.48
167,1109,信大,"434,919",264,"8,648,869",20.10,20.10,19.85,19.85,-,0.25,19.85,23,19.90,85,7.01
168,1110,東泥,"2,079,744",490,"41,078,990",19.30,20.15,19.30,19.70,+,0.2,19.70,6,19.80,2,82.08
169,1201,味全,"429,942",642,"9,428,665",22.05,22.05,21.85,21.90,-,0.15,21.85,34,21.90,9,18.56
170,1203,味王,"10,104",32,"331,880",32.70,32.90,32.70,32.80,-,0.4,32.80,1,33.00,12,17.92
171,1210,大成,"1,647,456","1,349","86,158,874",52.10,53.00,52.00,52.20,+,0.1,52.10,105,52.30,60,18.19
172,1213,大飲,"4,000",4,"32,830",8.08,8.55,8.08,8.55,X,0.0,8.27,2,8.60,21,0.00
173,1215,卜蜂,"964,167","1,026","79,543,404",82.30,83.50,81.90,82.00,+,0.2,81.90,16,82.00,5,14.83
174,1216,統一,"10,031,055","5,735","675,879,221",67.80,67.90,66.90,67.80,-,0.5,67.70,2,67.80,130,19.21
175,1217,愛之味,"2,310,326",646,"25,433,074",11.20,11.20,10.95,10.95,-,0.25,10.95,62,11.00,100,21.47
176,1218,泰山,"367,576",253,"9,947,101",27.00,27.20,26.95,26.95,-,0.1,26.90,40,26.95,2,21.91
177,1219,福壽,"337,309",224,"6,668,086",19.80,19.95,19.70,19.70,-,0.1,19.70,32,19.75,6,16.02
178,1220,台榮,"391,235",160,"6,220,682",16.15,16.15,15.70,16.00, ,0.0,16.00,3,16.05,11,13.79
179,1225,福懋油,"510,092",604,"28,410,191",54.00,58.50,53.90,54.00,+,0.2,53.90,15,54.10,1,24.66
180,1227,佳格,"693,601",662,"35,862,882",52.00,52.00,51.50,51.70,-,0.4,51.60,10,51.80,7,17.77
181,1229,聯華,"1,452,419","1,955","89,348,480",61.70,62.00,61.00,61.30,-,0.2,61.30,4,61.40,8,17.41
182,1231,聯華食,"179,727",833,"12,646,851",70.60,70.80,70.10,70.20,-,0.8,70.10,17,70.30,3,17.82
183,1232,大統益,"64,594",226,"10,090,138",156.00,156.50,155.50,155.50,-,1.0,155.50,7,156.00,1,18.87
184,1233,天仁,"4,100",7,"140,759",34.50,34.50,34.25,34.25,-,0.45,34.05,1,34.30,1,74.46
185,1234,黑松,"66,454",73,"2,359,636",35.45,35.65,35.35,35.50,-,0.1,35.50,21,35.55,1,20.17
186,1235,興泰,"7,060",7,"308,584",43.75,43.95,43.50,43.65,-,0.25,43.50,1,43.95,5,60.62
187,1236,宏亞,"285,100",405,"7,151,488",25.65,25.65,24.60,24.60,-,1.35,24.60,6,25.00,3,0.00
188,1256,鮮活果汁-KY,"49,364",799,"15,717,453",320.00,320.00,316.50,318.00,-,3.0,318.00,1,318.50,2,12.51
189,1301,台塑,"9,887,552","4,654","1,042,507,121",106.50,107.00,104.50,105.00,-,2.5,105.00,437,105.50,575,10.25
190,1303,南亞,"9,658,763","6,148","836,342,404",87.20,87.60,86.00,86.40,-,1.0,86.30,6,86.40,258,9.02
191,1304,台聚,"6,172,384","3,297","175,113,123",28.70,28.90,28.10,28.10,-,0.5,28.10,97,28.15,14,6.15
192,1305,華夏,"2,395,163","1,271","81,764,188",34.20,34.45,33.85,33.90,-,0.35,33.85,102,33.90,48,6.82
193,1307,三芳,"99,206",78,"2,024,350",20.45,20.45,20.35,20.40,-,0.1,20.35,35,20.40,2,42.50
194,1308,亞聚,"3,950,196","2,537","140,741,030",36.00,36.25,35.45,35.50,-,0.4,35.50,681,35.55,8,7.80
195,1309,台達化,"816,792",562,"27,283,257",33.55,33.70,33.30,33.30,-,0.25,33.30,37,33.35,2,5.75
196,1310,台苯,"964,192",523,"16,563,731",17.35,17.35,17.15,17.15,-,0.25,17.15,46,17.20,60,11.51
197,1312,國喬,"10,448,168","4,081","289,976,567",28.00,28.15,27.50,27.50,-,0.35,27.50,782,27.55,107,3.62
198,1312A,國喬特,"5,000",5,"174,400",34.90,34.95,34.85,34.95, ,0.0,34.80,3,34.95,14,0.00
199,1313,聯成,"3,116,997","1,478","66,246,537",21.55,21.65,21.05,21.10,-,0.45,21.05,352,21.10,29,6.43
200,1314,中石化,"19,501,477","5,479","246,959,566",12.85,12.90,12.50,12.55,-,0.35,12.55,82,12.60,344,10.29
201,1315,達新,"53,912",46,"4,595,988",85.20,85.40,85.10,85.10,-,0.3,85.10,16,85.30,2,197.91
202,1316,上曜,"42,686,307","15,664","1,055,579,046",25.50,25.80,24.05,24.10,-,1.7,24.10,281,24.15,202,0.00
203,1319,東陽,"667,857",413,"21,600,140",32.40,32.50,32.25,32.35,-,0.25,32.30,14,32.35,1,27.65
204,1321,大洋,"149,161",53,"5,061,503",34.05,34.05,33.70,33.70,-,0.35,33.70,3,33.80,10,15.67
205,1323,永裕,"121,631",79,"4,237,194",34.85,35.00,34.70,35.00,-,0.1,34.75,2,35.05,1,11.33
206,1324,地球,"35,133",31,"400,769",11.50,11.50,11.35,11.40, ,0.0,11.40,11,11.45,8,0.00
207,1325,恆大,"7,362,739","4,445","388,036,210",51.30,55.00,51.00,52.50,+,1.7,52.40,2,52.50,55,5.45
208,1326,台化,"4,888,733","3,056","387,352,936",79.50,80.00,79.00,79.20,-,0.6,79.10,109,79.20,21,10.39
209,1337,再生-KY,"579,019",545,"4,063,417",7.06,7.08,6.98,7.00,-,0.06,6.99,8,7.00,8,0.00
210,1338,廣華-KY,"241,411",177,"13,009,362",54.20,54.50,53.50,53.50,-,1.1,53.50,23,53.80,4,10.90
211,1339,昭輝,"30,306",135,"1,027,221",34.15,34.15,33.80,33.80,-,0.15,33.80,16,33.95,2,23.31
