,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
966,6202,盛群,"701,931",720,"72,631,139",103.00,104.50,102.50,103.00,-,2.0,103.00,67,103.50,11,12.03
967,6205,詮欣,"4,479,303","3,059","328,479,031",72.30,75.40,70.90,72.60,+,0.5,72.50,8,72.60,7,40.56
968,6206,飛捷,"266,620",193,"20,516,310",77.20,78.20,76.10,78.20,+,0.4,77.70,8,78.20,7,20.58
969,6209,今國光,"678,104",464,"22,439,094",33.00,33.30,32.65,33.05,-,0.65,33.05,29,33.10,3,0.00
970,6213,聯茂,"2,260,146","1,733","302,431,077",132.00,135.50,131.50,133.50,+,0.5,133.00,80,133.50,15,16.42
971,6214,精誠,"126,517",127,"10,757,107",85.20,85.30,84.50,85.30,+,0.1,85.20,1,85.30,7,14.99
972,6215,和椿,"186,755",113,"5,008,706",26.80,27.10,26.50,26.70,-,0.25,26.70,3,26.75,1,8.90
973,6216,居易,"106,904",81,"2,904,766",27.50,27.50,27.10,27.15,-,0.1,27.10,19,27.15,1,17.75
974,6224,聚鼎,"350,370",454,"39,389,370",113.50,113.50,112.00,112.00,-,3.0,112.00,57,113.00,7,17.28
975,6225,天瀚,"18,033",9,"161,575",8.96,8.96,8.96,8.96,-,0.01,8.98,1,9.33,1,0.00
976,6226,光鼎,"1,178,382",638,"17,137,424",14.60,14.75,14.45,14.45,-,0.3,14.45,51,14.50,5,120.42
977,6230,尼得科超眾,"19,147",30,"3,136,941",164.00,165.00,163.00,164.00,+,1.0,163.50,1,164.00,6,26.07
978,6235,華孚,"25,396,539","13,610","909,758,365",35.05,36.70,34.75,36.00,+,0.45,35.95,10,36.00,93,41.38
979,6239,力成,"3,228,133","2,006","318,383,822",98.90,99.50,98.20,98.50,-,0.7,98.40,37,98.50,426,9.40
980,6243,迅杰,"298,231",291,"15,158,403",50.10,51.40,50.10,50.60,-,0.3,50.60,2,50.70,1,117.67
981,6251,定穎,"972,650",560,"21,028,291",21.40,21.80,21.35,21.75,+,0.15,21.70,12,21.75,13,18.91
982,6257,矽格,"2,863,662","2,368","170,615,371",59.20,60.30,59.10,59.50,-,0.2,59.40,11,59.50,28,10.37
983,6269,台郡,"970,096","1,102","97,374,258",100.00,101.00,99.50,101.00, ,0.0,100.50,15,101.00,43,11.69
984,6271,同欣電,"1,243,690","1,680","331,787,269",265.50,270.50,265.00,265.00,-,4.0,265.00,1,265.50,1,18.77
985,6277,宏正,"59,332",61,"4,849,636",81.70,82.00,81.20,81.50,-,0.2,81.50,3,81.60,4,17.12
986,6278,台表科,"10,101,619","8,719","1,398,613,590",138.50,140.50,136.50,137.00,-,2.0,137.00,74,137.50,122,12.77
987,6281,全國電,"85,122",91,"6,966,658",81.80,82.00,81.70,81.80,-,0.2,81.80,6,82.00,2,14.56
988,6282,康舒,"10,298,751","4,969","353,802,692",33.85,34.75,33.70,34.10, ,0.0,34.10,111,34.20,2,45.47
989,6283,淳安,"93,032",86,"3,992,688",43.00,43.25,42.35,43.05,-,0.25,42.95,1,43.15,1,0.00
990,6285,啟碁,"4,930,917","3,821","359,388,199",74.10,74.20,72.50,72.60,-,2.5,72.60,60,72.70,3,23.27
991,6288,聯嘉,"2,228,703","1,377","64,605,386",29.00,29.30,28.70,29.00,-,0.5,28.90,46,29.05,20,131.82
992,6289,華上,"345,684",82,"1,126,507",3.18,3.49,3.18,3.42,-,0.11,3.26,2,3.42,1,0.00
993,6405,悅城,"47,020",32,"1,272,394",27.10,27.35,26.75,27.35,+,0.1,27.30,1,27.35,11,39.64
994,6409,旭隼,"126,203",153,"186,775,350","1,475.00","1,505.00","1,450.00","1,495.00",+,20.0,"1,490.00",3,"1,495.00",2,59.87
995,6412,群電,"519,390",384,"41,195,704",79.50,79.60,78.30,79.60,+,0.5,79.30,7,79.60,2,11.83
996,6414,樺漢,"1,157,316","1,312","263,409,977",229.50,231.50,225.50,226.00,-,6.0,226.00,28,226.50,8,17.95
997,6415,矽力-KY,"369,912","1,004","1,428,586,645","3,855.00","3,910.00","3,755.00","3,820.00",-,80.0,"3,805.00",1,"3,820.00",1,65.99
998,6416,瑞祺電通,"175,468",193,"17,509,578",101.00,101.00,99.40,99.50,-,1.5,99.50,14,100.00,2,30.43
999,6426,統新,"24,155",37,"1,744,838",72.00,72.50,72.00,72.20,-,0.2,72.20,1,72.30,2,160.44
1000,6431,光麗-KY,"94,700",47,"2,524,164",25.80,27.65,25.80,26.95,+,1.3,26.75,5,26.95,4,48.12
1001,6438,迅得,"5,869,118","4,528","726,779,862",120.50,127.00,120.00,124.00, ,0.0,124.00,5,124.50,17,14.11
1002,6442,光聖,"19,000",10,"669,200",34.95,35.40,34.95,35.40,-,0.1,35.40,6,35.70,2,42.65
1003,6443,元晶,"7,867,070","3,864","310,182,672",39.10,39.85,39.10,39.35,-,0.1,39.35,57,39.40,11,0.00
1004,6449,鈺邦,"29,383",40,"1,656,690",56.30,57.50,56.10,56.10,-,1.0,56.00,7,56.30,7,16.95
1005,6451,訊芯-KY,"75,191",74,"6,864,422",90.90,91.60,90.70,91.20,-,0.2,91.20,6,91.40,1,14.01
1006,6456,GIS-KY,"851,123",935,"84,797,860",99.30,100.50,99.00,99.40,-,1.1,99.40,3,99.50,1,7.65
1007,6464,台數科,"35,220",41,"3,191,900",91.00,91.00,90.40,90.40,-,0.6,90.40,1,90.50,13,11.52
1008,6477,安集,"4,427,802","2,728","231,477,736",51.80,53.20,51.50,51.90,-,0.2,51.80,54,52.00,2,43.98
1009,6491,晶碩,"914,532","1,034","414,289,031",456.50,463.50,445.00,445.00,-,11.0,444.50,2,445.00,3,26.79
1010,6504,南六,"51,611",142,"5,962,591",116.00,116.00,115.00,115.50,-,0.5,115.50,1,116.00,7,14.35
1011,6505,台塑化,"2,543,407","3,084","249,396,421",98.00,98.80,97.30,98.20,+,0.2,98.10,13,98.20,2,17.99
1012,6515,穎崴,"208,184",248,"79,304,059",383.50,386.00,375.00,386.00, ,0.0,385.50,1,386.00,3,35.48
1013,6525,捷敏-KY,"150,562",222,"13,562,902",90.60,90.60,89.70,89.80,-,1.1,89.80,6,90.10,2,13.88
1014,6531,愛普*,"3,251,951","3,530","1,397,138,124",425.50,435.50,425.00,428.00,-,7.5,428.00,33,428.50,1,30.81
1015,6533,晶心科,"1,269,430","1,379","552,430,647",430.00,446.50,429.00,430.50,-,14.5,430.50,3,431.50,1,86.62
1016,6541,泰福-KY,"517,918",492,"29,585,293",57.70,58.00,56.50,56.50,-,1.2,56.50,18,56.70,6,0.00
1017,6552,易華電,"105,009",227,"5,573,493",53.70,53.70,52.70,53.10,-,0.6,53.10,2,53.50,1,14.87
1018,6558,興能高,"125,522",92,"4,100,874",32.40,33.00,32.05,33.00,+,0.4,32.25,2,33.00,3,50.00
1019,6573,虹揚-KY,"60,005",49,"1,162,646",19.40,19.55,19.30,19.30,-,0.5,19.30,6,19.40,6,0.00
1020,6579,研揚,"35,000",32,"2,474,500",71.90,71.90,70.50,70.50,-,0.6,70.30,2,70.70,2,39.61
1021,6581,鋼聯,"76,042",60,"6,211,728",80.80,82.10,80.80,82.10,+,1.2,82.00,1,82.10,1,16.79
1022,6582,申豐,"89,805",113,"13,960,254",158.00,158.00,153.50,155.00,-,2.0,154.50,4,155.00,3,4.07
1023,6591,動力-KY,"167,245",139,"9,806,314",58.60,59.10,58.20,58.20, ,0.0,58.10,2,58.30,1,7.90
1024,6592,和潤企業,"1,645,476","1,485","171,483,990",105.50,106.50,103.00,104.00,-,2.0,103.50,47,104.00,17,18.15
1025,6598,ABC-KY,"1,169,095",861,"52,108,726",45.20,45.25,43.75,43.75,-,0.3,43.70,5,43.75,11,0.00
1026,6605,帝寶,"108,111",77,"6,562,655",60.50,61.00,60.40,60.60,-,0.1,60.50,16,60.70,2,9.74
1027,6625,必應,"40,758",45,"1,210,366",29.60,29.95,29.35,29.90,+,0.05,29.70,2,29.90,2,0.00
1028,6641,基士德-KY,"23,243",18,"1,416,982",61.00,61.00,60.80,60.80,-,0.2,60.70,1,61.10,1,9.62
1029,6655,科定,"19,449",37,"1,603,668",82.00,83.00,82.00,82.10,+,1.1,81.20,1,81.30,1,12.44
1030,6666,羅麗芬-KY,"5,090",8,"330,865",65.40,65.40,64.40,64.90,-,0.5,64.30,2,64.70,1,27.97
1031,6668,中揚光,"179,588",160,"9,547,746",53.10,53.60,52.80,52.80,-,0.9,52.80,34,53.30,2,0.00
1032,6669,緯穎,"999,999",997,"1,075,495,330","1,060.00","1,095.00","1,035.00","1,085.00", ,0.0,"1,080.00",9,"1,085.00",12,21.64
1033,6670,復盛應用,"111,066",111,"21,846,497",196.00,197.00,196.00,197.00,+,1.0,196.00,9,197.00,9,11.42
1034,6671,三能-KY,"14,000",9,"656,800",47.55,47.55,46.80,46.85,+,0.1,46.80,1,46.85,6,12.53
1035,6672,騰輝電子-KY,"255,230",231,"30,816,356",120.00,121.50,120.00,120.50,-,1.5,120.50,7,121.00,5,11.01
1036,6674,鋐寶科技,"11,000",11,"343,900",31.00,31.55,31.00,31.20,-,0.4,31.20,1,31.35,3,45.88
1037,6691,洋基工程,"107,819",135,"22,106,391",206.00,206.00,203.00,205.00,-,4.0,205.00,9,205.50,2,17.90
1038,6698,旭暉應材,"1,009,836",808,"47,619,417",46.85,48.30,45.75,47.30,+,0.3,47.30,18,47.40,4,89.25
1039,6706,惠特,"7,272,686","6,728","1,792,137,307",239.00,251.00,238.00,246.50,+,0.5,246.50,19,247.00,15,21.43
1040,6715,嘉基,"41,862",38,"5,142,466",123.00,123.00,122.50,123.00,-,1.0,122.50,12,123.00,9,35.04
1041,6719,力智,"1,481,162","2,119","1,300,409,728",850.00,894.00,850.00,894.00,+,30.0,892.00,1,894.00,9,83.86
1042,6743,安普新,"229,687",220,"14,594,627",64.00,64.00,63.20,63.60,-,0.8,63.50,3,63.60,30,81.54
